# record 0 of tracings (4096 samples x 12 leads), one row per sample
# I	II	III	aVR	aVL	aVF	V1	V2	V3	V4	V5	V6
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.103445	-0.044989	0.058456	0.074217	-0.080951	0.006734	-0.058514	-0.035990	-0.004499	-0.031490	-0.031513	-0.067519
-0.118904	-0.051695	0.067210	0.085299	-0.093057	0.007758	-0.067153	-0.041358	-0.005157	-0.036192	-0.036159	-0.077483
-0.112900	-0.049097	0.063802	0.080999	-0.088351	0.007352	-0.063906	-0.039271	-0.004922	-0.034358	-0.034411	-0.073733
-0.116512	-0.050651	0.065861	0.083581	-0.091186	0.007605	-0.065707	-0.040549	-0.005038	-0.035489	-0.035384	-0.075824
-0.113810	-0.049503	0.064308	0.081656	-0.089059	0.007403	-0.064636	-0.039396	-0.004986	-0.034442	-0.034819	-0.074556
-0.116691	-0.050718	0.065973	0.083705	-0.091332	0.007627	-0.064827	-0.035810	-0.004981	-0.030774	-0.034713	-0.074894
-0.113523	-0.049810	0.063713	0.081666	-0.088618	0.006952	-0.059975	-0.034816	-0.005021	-0.029846	-0.030001	-0.069921
-0.106632	-0.045543	0.061089	0.076088	-0.083861	0.007773	-0.059617	-0.035182	-0.005480	-0.030163	-0.029596	-0.069662
-0.128332	-0.044989	0.083343	0.086661	-0.105838	0.019177	-0.060029	-0.034802	-0.009872	-0.029668	-0.030181	-0.070172
-0.125836	-0.044562	0.081274	0.085199	-0.103555	0.018356	-0.054998	-0.035515	-0.009572	-0.025606	-0.029504	-0.069503
-0.119776	-0.040136	0.079640	0.079956	-0.099708	0.019752	-0.055025	-0.034919	-0.010106	-0.024979	-0.025105	-0.065165
-0.120320	-0.039484	0.080836	0.079902	-0.100578	0.020676	-0.055042	-0.030467	-0.014482	-0.024995	-0.024579	-0.064481
-0.119398	-0.040054	0.079344	0.079726	-0.099371	0.019645	-0.049924	-0.029925	-0.015201	-0.025038	-0.024857	-0.065209
-0.110711	-0.034958	0.075753	0.072834	-0.093232	0.020398	-0.050519	-0.030035	-0.014539	-0.024548	-0.020498	-0.064460
-0.109913	-0.035011	0.074902	0.072462	-0.092407	0.019946	-0.049893	-0.029966	-0.015080	-0.020084	-0.020004	-0.060128
-0.110057	-0.035049	0.075008	0.072553	-0.092533	0.019979	-0.045481	-0.030093	-0.019573	-0.019529	-0.020038	-0.059569
-0.104991	-0.029926	0.075065	0.067458	-0.090028	0.022570	-0.044961	-0.029680	-0.020033	-0.020186	-0.019724	-0.059849
-0.104902	-0.030528	0.074373	0.067715	-0.089638	0.021923	-0.044579	-0.025598	-0.020092	-0.019496	-0.015538	-0.055500
-0.100607	-0.029879	0.070728	0.065243	-0.085668	0.020425	-0.040062	-0.024966	-0.019339	-0.015084	-0.015025	-0.055006
-0.095363	-0.025511	0.069852	0.060437	-0.082607	0.022170	-0.039594	-0.025029	-0.015108	-0.014584	-0.014951	-0.055058
-0.095035	-0.024898	0.070137	0.059967	-0.082586	0.022619	-0.039857	-0.024972	-0.009917	-0.015014	-0.014914	-0.054678
-0.094407	-0.025142	0.069266	0.059774	-0.081836	0.022062	-0.035506	-0.025090	-0.005512	-0.015390	-0.010017	-0.050595
-0.094967	-0.024299	0.070668	0.059633	-0.082818	0.023185	-0.034474	-0.024349	-0.004862	-0.014967	-0.009994	-0.049944
-0.115452	-0.020158	0.095294	0.067805	-0.105373	0.037568	-0.029824	-0.020075	-0.000541	-0.010470	-0.010005	-0.050097
-0.129518	-0.014893	0.114625	0.072206	-0.122072	0.049866	-0.029757	-0.014997	0.005102	-0.009714	-0.005053	-0.049653
-0.120586	-0.010213	0.110373	0.065399	-0.115479	0.050080	-0.029623	-0.009987	0.004898	-0.005544	-0.005087	-0.045612
-0.114352	-0.004342	0.110009	0.059347	-0.112181	0.052834	-0.025070	-0.005019	0.010094	-0.004491	-0.004924	-0.044932
-0.106286	-0.000227	0.106058	0.053257	-0.106172	0.052916	-0.024482	-0.000482	0.014915	0.000258	-0.004555	-0.045102
-0.104054	0.000382	0.104436	0.051836	-0.104245	0.052409	-0.025034	0.000149	0.015221	0.000000	-0.000099	-0.044657
-0.090829	0.009956	0.100784	0.040436	-0.095807	0.055370	-0.019892	0.005419	0.019515	-0.000284	-0.000450	-0.040606
-0.079228	0.020022	0.099251	0.029603	-0.089240	0.059636	-0.020070	0.009943	0.019960	0.004505	0.000111	-0.039939
-0.065728	0.029999	0.095726	0.017864	-0.080727	0.062863	-0.019891	0.010479	0.020079	0.005513	0.004462	-0.040089
-0.054541	0.040047	0.094588	0.007247	-0.074564	0.067318	-0.015169	0.014942	0.019894	0.009737	0.005201	-0.039677
-0.040743	0.049834	0.090577	-0.004545	-0.065660	0.070206	-0.014585	0.019908	0.020121	0.010407	0.004500	-0.035580
-0.034966	0.054951	0.089918	-0.009992	-0.062442	0.072434	-0.015688	0.020027	0.019833	0.015080	0.005097	-0.034982
-0.035036	0.050353	0.085389	-0.007659	-0.060212	0.067871	-0.029674	0.014809	0.020255	0.014611	0.009512	-0.034995
-0.035163	0.044966	0.080129	-0.004902	-0.057646	0.062548	-0.044840	0.010417	0.019539	0.015162	0.010109	-0.035037
-0.039510	0.039898	0.079409	-0.000194	-0.059459	0.059653	-0.060839	0.009315	0.021192	0.024538	0.009650	-0.034544
-0.040065	0.035632	0.075696	0.002217	-0.057881	0.055664	-0.074300	0.005174	0.018861	0.029979	0.010038	-0.030097
-0.045349	0.029640	0.074989	0.007854	-0.060169	0.052314	-0.070177	-0.000282	0.016988	0.035018	0.019807	-0.029516
-0.044410	0.025958	0.070367	0.009226	-0.057388	0.048163	-0.069660	0.000103	0.052988	0.040072	0.025404	-0.030211
-0.009740	0.054261	0.064001	-0.022260	-0.036871	0.059131	-0.070147	0.009891	0.051726	0.044500	0.029833	-0.029439
-0.021954	0.044516	0.066470	-0.011281	-0.044212	0.055493	-0.069991	0.015605	0.048871	0.045024	0.035113	-0.025147
-0.015889	0.041654	0.057544	-0.012882	-0.036716	0.049599	-0.069487	0.019884	0.050546	0.045040	0.040010	-0.024466
0.029982	0.092751	0.062769	-0.061367	-0.016393	0.077760	-0.065289	0.024804	0.044661	0.045012	0.044688	-0.025123
-0.035217	0.087412	0.122629	-0.026097	-0.078923	0.105021	-0.064956	0.019629	0.045748	0.045044	0.040237	-0.024948
-0.023158	0.073862	0.097019	-0.025352	-0.060088	0.085441	-0.065048	0.015016	0.044752	0.045017	0.039381	-0.024378
-0.004168	0.065615	0.069783	-0.030724	-0.036975	0.067699	-0.064994	0.014698	0.040644	0.045053	0.040228	-0.020032
0.006241	0.054490	0.048249	-0.030365	-0.021004	0.051370	-0.065018	0.009725	0.039794	0.044959	0.039875	-0.014946
0.013008	0.046189	0.033181	-0.029599	-0.010086	0.039685	-0.064566	0.005115	0.040498	0.045400	0.040463	-0.009864
-0.057090	0.033965	0.091055	0.011563	-0.074073	0.062510	-0.060059	0.005120	0.039841	0.044393	0.039353	-0.010546
-0.086049	0.006153	0.092202	0.039948	-0.089125	0.049178	-0.059598	-0.004942	0.030459	0.030159	0.025189	-0.034813
-0.109576	-0.020807	0.088768	0.065191	-0.099172	0.033980	-0.059986	-0.010137	0.019818	0.019869	0.014856	-0.054135
-0.140267	-0.048857	0.091410	0.094562	-0.115839	0.021277	-0.060374	-0.014546	0.010177	0.010361	0.005379	-0.066315
-0.144999	-0.055486	0.089513	0.100242	-0.117256	0.017014	-0.060002	-0.025154	-0.000231	-0.004605	-0.009623	-0.093750
-0.145386	-0.055054	0.090332	0.100220	-0.117859	0.017639	-0.055401	-0.030349	-0.009154	-0.014879	-0.019860	-0.091048
-0.144353	-0.054619	0.089733	0.099486	-0.117043	0.017557	-0.054973	-0.035000	-0.015751	-0.025162	-0.030186	-0.089400
-0.146357	-0.056167	0.090190	0.101262	-0.118273	0.017011	-0.054958	-0.039561	-0.019151	-0.030221	-0.035182	-0.090287
-0.159311	-0.069391	0.089920	0.114351	-0.124616	0.010265	-0.055069	-0.039948	-0.021291	-0.029928	-0.034988	-0.089885
-0.155825	-0.065696	0.090129	0.110761	-0.122977	0.012217	-0.054899	-0.040147	-0.038816	-0.030084	-0.034989	-0.090131
-0.154423	-0.064474	0.089949	0.109449	-0.122186	0.012737	-0.055294	-0.039805	-0.036053	-0.029983	-0.035152	-0.089989
-0.155339	-0.065281	0.090058	0.110310	-0.122699	0.012388	-0.059413	-0.040545	-0.034654	-0.030059	-0.034562	-0.089618
-0.154790	-0.064882	0.089909	0.109836	-0.122349	0.012513	-0.060053	-0.039868	-0.035218	-0.029957	-0.035086	-0.085082
-0.155367	-0.064575	0.090792	0.109971	-0.123079	0.013108	-0.059990	-0.035566	-0.034893	-0.030627	-0.039567	-0.084557
-0.149764	-0.060159	0.089605	0.104961	-0.119684	0.014723	-0.059980	-0.034783	-0.035091	-0.034666	-0.040042	-0.085122
-0.135187	-0.060085	0.075102	0.097636	-0.105144	0.007509	-0.060013	-0.035491	-0.034950	-0.035133	-0.039999	-0.084927
-0.124342	-0.059859	0.064484	0.092100	-0.094413	0.002313	-0.059988	-0.034927	-0.035054	-0.034921	-0.039990	-0.085049
-0.115252	-0.060294	0.054958	0.087773	-0.085105	-0.002668	-0.060608	-0.030471	-0.034980	-0.035108	-0.040567	-0.085043
-0.104646	-0.059352	0.045293	0.081999	-0.074969	-0.007029	-0.064675	-0.029963	-0.035016	-0.034830	-0.044701	-0.084670
-0.100224	-0.065752	0.034472	0.082988	-0.067348	-0.015640	-0.065156	-0.030030	-0.034977	-0.035429	-0.045016	-0.080526
-0.109614	-0.084424	0.025189	0.097019	-0.067402	-0.029617	-0.064936	-0.030070	-0.035060	-0.035011	-0.045071	-0.080019
-0.140697	-0.075359	0.065337	0.108028	-0.103017	-0.005011	-0.065162	-0.029479	-0.034987	-0.030344	-0.044866	-0.079957
-0.178904	-0.064900	0.114004	0.121902	-0.146454	0.024552	-0.064860	-0.025450	-0.035184	-0.030255	-0.045464	-0.080047
-0.171192	-0.059612	0.111580	0.115402	-0.141386	0.025984	-0.065582	-0.025049	-0.034994	-0.029304	-0.049291	-0.079936
-0.159457	-0.050114	0.109343	0.104785	-0.134400	0.029615	-0.064170	-0.025077	-0.035275	-0.025999	-0.050387	-0.080171
-0.149878	-0.039778	0.110099	0.094828	-0.129988	0.035160	-0.050572	-0.025775	-0.034835	-0.024618	-0.049606	-0.079884
-0.145717	-0.035571	0.110146	0.090644	-0.127932	0.037288	-0.034566	-0.024812	-0.035775	-0.026195	-0.051118	-0.080215
-0.164072	-0.054247	0.109825	0.109159	-0.136949	0.027789	-0.019958	0.000062	-0.033868	-0.029241	-0.048783	-0.079860
-0.201656	-0.091158	0.110498	0.146407	-0.156077	0.009670	-0.010209	0.024382	-0.036616	-0.037286	-0.052148	-0.106278
-0.217931	-0.108507	0.109424	0.163219	-0.163677	0.000458	0.009780	0.045681	-0.033404	-0.057760	-0.077419	-0.139043
-0.178501	-0.067097	0.111404	0.122799	-0.144952	0.022154	0.024637	0.114733	0.028429	-0.017193	-0.057811	-0.121775
-0.131712	-0.023831	0.107880	0.077772	-0.119796	0.042024	0.051257	0.190617	0.091397	0.026186	-0.027804	-0.098869
-0.080174	0.033573	0.113747	0.023300	-0.096960	0.073660	0.078329	0.260259	0.169006	0.084374	0.027329	-0.060764
-0.049512	0.097087	0.146600	-0.023788	-0.098056	0.121844	0.072716	0.325258	0.265754	0.175447	0.092249	-0.019439
0.008525	0.142747	0.134222	-0.075636	-0.062848	0.138484	0.062930	0.382144	0.369970	0.274795	0.178400	0.029106
0.067545	0.177739	0.110193	-0.122642	-0.021324	0.143966	0.008156	0.398633	0.440460	0.360517	0.251465	0.080521
0.233139	0.247485	0.014345	-0.240312	0.109397	0.130915	-0.052037	0.322468	0.486363	0.435264	0.329347	0.145017
0.303861	0.266942	-0.036920	-0.285402	0.170391	0.115011	-0.153157	0.239591	0.513690	0.495428	0.395069	0.209595
0.362971	0.284494	-0.078477	-0.323732	0.220724	0.103008	-0.260774	0.110797	0.482169	0.520034	0.450550	0.265470
0.493286	0.336100	-0.157186	-0.414693	0.325236	0.089457	-0.349757	-0.038270	0.448854	0.521137	0.504331	0.334720
0.550761	0.410703	-0.140058	-0.480732	0.345410	0.135322	-0.425215	-0.207521	0.381401	0.520916	0.547303	0.400695
0.532050	0.387600	-0.144450	-0.459825	0.338250	0.121575	-0.510132	-0.457323	0.182030	0.391987	0.506383	0.420233
0.483169	0.243623	-0.239547	-0.363396	0.361358	0.002038	-0.599411	-0.758273	-0.126789	0.148717	0.358895	0.380756
0.286977	0.187789	-0.099188	-0.237383	0.193083	0.044301	-0.671524	-1.138458	-0.338042	0.012189	0.302188	0.340154
0.175698	0.141663	-0.034035	-0.158681	0.104867	0.053814	-0.713913	-1.370702	-0.457787	-0.083198	0.256637	0.330349
0.077524	0.079319	0.001795	-0.078421	0.037865	0.040557	-0.702670	-1.397165	-0.527545	-0.162397	0.184173	0.319381
-0.006329	0.020410	0.026739	-0.007041	-0.016534	0.023574	-0.688411	-1.334529	-0.567971	-0.233882	0.120855	0.275832
-0.008207	0.000850	0.009058	0.003679	-0.008632	0.004954	-0.641872	-1.217302	-0.568674	-0.276464	0.063606	0.234874
-0.017576	-0.022016	-0.004441	0.019796	-0.006567	-0.013228	-0.594348	-1.119453	-0.556537	-0.293747	0.016095	0.190266
-0.062835	-0.083176	-0.020341	0.073005	-0.021247	-0.051759	-0.555916	-1.021738	-0.519142	-0.287196	0.004351	0.145270
-0.051562	-0.081756	-0.030194	0.066659	-0.010684	-0.055975	-0.514054	-0.873673	-0.471234	-0.274230	-0.004900	0.114647
-0.080568	-0.074703	0.005865	0.077636	-0.043217	-0.034419	-0.435731	-0.677446	-0.353893	-0.226020	-0.015465	0.085116
-0.112433	-0.075431	0.037002	0.093932	-0.074718	-0.019215	-0.359551	-0.549108	-0.287062	-0.175108	-0.019906	0.054462
-0.108745	-0.070366	0.038379	0.089555	-0.073562	-0.015993	-0.289368	-0.444481	-0.232140	-0.154679	-0.045395	0.024834
-0.161675	-0.069955	0.091720	0.115815	-0.126698	0.010882	-0.220336	-0.335284	-0.188389	-0.139985	-0.074330	0.004656
-0.152627	-0.064879	0.087747	0.108753	-0.120187	0.011434	-0.174016	-0.259127	-0.150879	-0.120101	-0.071068	-0.014974
-0.133298	-0.059562	0.073736	0.096430	-0.103517	0.007087	-0.130844	-0.190806	-0.108507	-0.105083	-0.069293	-0.035485
-0.126615	-0.061108	0.065507	0.093861	-0.096061	0.002200	-0.089404	-0.133365	-0.070484	-0.095008	-0.070343	-0.054865
-0.108380	-0.053593	0.054787	0.080986	-0.081583	0.000597	-0.055258	-0.080513	-0.054226	-0.085037	-0.069617	-0.059761
-0.102747	-0.057866	0.044881	0.080306	-0.073814	-0.006492	-0.044545	-0.063959	-0.044726	-0.079790	-0.065662	-0.060518
-0.121926	-0.080766	0.041160	0.101346	-0.081543	-0.019803	-0.040087	-0.055171	-0.029832	-0.070618	-0.064966	-0.068866
-0.144440	-0.084847	0.059593	0.114643	-0.102016	-0.012627	-0.034754	-0.040014	-0.020051	-0.060302	-0.065045	-0.076353
-0.206175	-0.140731	0.065445	0.173453	-0.135810	-0.037643	-0.029899	-0.029854	-0.014849	-0.054941	-0.065035	-0.094095
-0.162487	-0.097665	0.064822	0.130076	-0.113655	-0.016422	-0.024879	-0.019814	-0.009965	-0.049951	-0.064572	-0.091154
-0.114298	-0.049263	0.065034	0.081781	-0.089666	0.007885	-0.019984	-0.009994	-0.004915	-0.045026	-0.060095	-0.089218
-0.120339	-0.055189	0.065150	0.087764	-0.092745	0.004981	-0.015461	0.000095	-0.000060	-0.040477	-0.059524	-0.090302
-0.118941	-0.054656	0.064285	0.086799	-0.091613	0.004814	-0.014849	0.010118	0.005388	-0.039795	-0.060181	-0.089851
-0.121668	-0.055686	0.065982	0.088677	-0.093825	0.005148	-0.015008	0.019964	0.009780	-0.034642	-0.059481	-0.090110
-0.143148	-0.053785	0.089362	0.098467	-0.116255	0.017788	-0.015011	0.029979	0.004989	-0.029970	-0.055114	-0.089996
-0.167681	-0.071825	0.095856	0.119753	-0.131769	0.012015	-0.014420	0.034969	0.004605	-0.029686	-0.054559	-0.089486
-0.212649	-0.117982	0.094667	0.165315	-0.153658	-0.011657	-0.010291	0.034934	0.005146	-0.024693	-0.055031	-0.085252
-0.201672	-0.106437	0.095235	0.154054	-0.148453	-0.005601	-0.009919	0.035500	0.004940	-0.019866	-0.055345	-0.084967
-0.189105	-0.094175	0.094930	0.141640	-0.142018	0.000378	-0.010033	0.039948	0.005046	-0.019414	-0.055042	-0.085011
-0.180204	-0.085169	0.095035	0.132686	-0.137619	0.004933	-0.009981	0.040430	0.004975	-0.015550	-0.050345	-0.085063
-0.165135	-0.070099	0.095036	0.117617	-0.130086	0.012468	-0.010035	0.040143	0.005016	-0.014889	-0.050109	-0.084824
-0.154497	-0.059584	0.094913	0.107040	-0.124705	0.017664	-0.009570	0.044520	0.004982	-0.015027	-0.049363	-0.085471
-0.146052	-0.050837	0.095215	0.098444	-0.120634	0.022189	-0.005037	0.044999	0.005013	-0.014987	-0.045719	-0.084945
-0.149217	-0.054409	0.094808	0.101813	-0.122012	0.020199	-0.004608	0.045028	0.004984	-0.014998	-0.044902	-0.080462
-0.150959	-0.056142	0.094816	0.103550	-0.122888	0.019337	-0.005005	0.044982	0.005009	-0.015031	-0.045065	-0.079908
-0.133684	-0.053659	0.080025	0.093671	-0.106854	0.013183	-0.005386	0.044991	0.004987	-0.014550	-0.044533	-0.080038
-0.128423	-0.056971	0.071452	0.092697	-0.099938	0.007241	-0.004982	0.045045	0.005002	-0.010077	-0.040102	-0.079972
-0.119991	-0.088114	0.031877	0.104052	-0.075934	-0.028119	-0.000412	0.044908	0.005520	-0.009531	-0.039515	-0.080088
-0.096289	-0.086082	0.010207	0.091186	-0.053248	-0.037937	-0.000001	0.045473	0.009941	-0.010146	-0.040192	-0.079809
-0.193985	-0.084222	0.109763	0.139104	-0.151874	0.012770	0.000036	0.054239	0.014994	-0.009930	-0.039469	-0.080476
-0.173321	-0.085307	0.088014	0.129314	-0.130667	0.001353	-0.000054	0.055674	0.019907	-0.010025	-0.035125	-0.079948
-0.139428	-0.080313	0.059115	0.109870	-0.099271	-0.010599	0.000066	0.054844	0.020017	-0.010018	-0.034525	-0.075426
-0.169155	-0.079942	0.089213	0.124549	-0.129184	0.004636	0.000029	0.055029	0.014816	-0.009733	-0.034904	-0.074951
-0.150958	-0.080392	0.070566	0.115675	-0.110762	-0.004913	0.005461	0.055003	0.010663	-0.005494	-0.030382	-0.074940
-0.130096	-0.080017	0.050080	0.105057	-0.090088	-0.014969	0.009914	0.054954	0.009292	-0.005069	-0.030152	-0.075105
-0.094611	-0.075424	0.019186	0.085018	-0.056899	-0.028119	0.010487	0.055129	0.005615	-0.004847	-0.029803	-0.074869
-0.065707	-0.074967	-0.009260	0.070337	-0.028223	-0.042113	0.014924	0.054724	0.004780	-0.005208	-0.030064	-0.075157
-0.114588	-0.075054	0.039534	0.094821	-0.077061	-0.017760	0.019905	0.055654	-0.000329	-0.004624	-0.024756	-0.074669
-0.164489	-0.074376	0.090113	0.119433	-0.127301	0.007868	0.020027	0.054428	-0.005042	-0.005962	-0.025416	-0.075914
-0.150321	-0.070555	0.079766	0.110438	-0.115043	0.004605	0.014789	0.056122	-0.005336	-0.004136	-0.023596	-0.074273
-0.139849	-0.069983	0.069866	0.104916	-0.104857	-0.000058	0.010428	0.078617	-0.010107	-0.006669	-0.026467	-0.076188
-0.129528	-0.069436	0.060092	0.099482	-0.094810	-0.004672	0.009277	0.076229	-0.010174	-0.033535	-0.058656	-0.098311
-0.116147	-0.065684	0.050462	0.090916	-0.083304	-0.007611	0.005216	0.074151	-0.005595	-0.031152	-0.056050	-0.096322
-0.102369	-0.064927	0.037442	0.083648	-0.069906	-0.013742	-0.000362	0.075306	-0.004422	-0.028849	-0.054530	-0.094245
-0.103209	-0.065017	0.038192	0.084113	-0.070700	-0.013412	0.000221	0.074817	-0.000341	-0.025406	-0.055538	-0.095174
-0.172108	-0.064548	0.107560	0.118328	-0.139834	0.021506	0.009483	0.075109	0.000491	-0.025262	-0.049721	-0.089888
-0.140993	-0.060079	0.080914	0.100536	-0.110954	0.010418	0.014984	0.074946	0.004927	-0.025069	-0.050180	-0.090089
-0.116533	-0.059551	0.056982	0.088042	-0.086758	-0.001284	0.020013	0.075055	0.005404	-0.020361	-0.049953	-0.090016
-0.163161	-0.060136	0.103026	0.111648	-0.133093	0.021445	0.025008	0.074922	0.005131	-0.020088	-0.045013	-0.084952
-0.161450	-0.059554	0.101895	0.110502	-0.131673	0.021171	0.029608	0.075036	0.009467	-0.019487	-0.045475	-0.085498
-0.153380	-0.054807	0.098573	0.104094	-0.125976	0.021883	0.029436	0.074973	0.010617	-0.015163	-0.044936	-0.084933
-0.146254	-0.050465	0.095789	0.098359	-0.121021	0.022662	0.030117	0.075052	0.014468	-0.014452	-0.040447	-0.080453
-0.138787	-0.043873	0.094914	0.091330	-0.116851	0.025521	0.034972	0.074866	0.015192	-0.015084	-0.039995	-0.079982
-0.141430	-0.047080	0.094350	0.094255	-0.117890	0.023635	0.034584	0.075135	0.019954	-0.009913	-0.039525	-0.079524
-0.168045	-0.078689	0.089355	0.123367	-0.128700	0.005333	0.035046	0.075106	0.020030	-0.010059	-0.035142	-0.075154
-0.161191	-0.071285	0.089906	0.116238	-0.125549	0.009311	0.039659	0.085725	0.020020	-0.009948	-0.034466	-0.074467
-0.149223	-0.059598	0.089625	0.104410	-0.119424	0.015013	0.039870	0.109240	0.024866	-0.005105	-0.035094	-0.075074
-0.140386	-0.054649	0.085737	0.097518	-0.113062	0.015544	0.040520	0.110563	0.025427	-0.005027	-0.029916	-0.069918
-0.129945	-0.045109	0.084836	0.087527	-0.107391	0.019864	0.039884	0.109181	0.029969	-0.004982	-0.030082	-0.070085
